sortie,time_s,mode,relay,lon,lat,altitude_m
Q2-016,5439.177138810178,relay,R01,109.17086387943603,23.039243607032642,561.8041381835938
Q2-016,5440.176291173603,relay,R01,109.17076154185371,23.039296038579224,561.8041381835938
Q2-016,5441.1754435370285,relay,R01,109.1706592042714,23.039348470125805,561.8041381835938
Q2-016,5442.174595900454,relay,R01,109.1705568666891,23.039400901672387,561.8041381835938
Q2-016,5443.173748263879,relay,R01,109.17045452910678,23.03945333321897,561.8041381835938
Q2-016,5444.172900627304,relay,R01,109.17035219152447,23.03950576476555,561.8041381835938
Q2-016,5445.17205299073,relay,R01,109.17024985394215,23.03955819631213,561.8041381835938
Q2-016,5446.171205354155,relay,R01,109.17014751635985,23.03961062785871,561.8041381835938
Q2-016,5447.1703577175795,relay,R01,109.17004517877754,23.039663059405292,561.8041381835938
Q2-016,5448.169510081005,relay,R01,109.16994284119522,23.039715490951874,561.8041381835938
Q2-016,5449.16866244443,relay,R01,109.16984050361292,23.039767922498456,561.8041381835938
Q2-016,5450.167814807855,relay,R01,109.1697381660306,23.039820354045037,561.8041381835938
Q2-016,5451.166967171281,relay,R01,109.16963582844829,23.03987278559162,561.8041381835938
Q2-016,5452.166119534706,relay,R01,109.16953349086599,23.039925217138197,561.8041381835938
Q2-016,5453.165271898131,relay,R01,109.16943115328367,23.03997764868478,561.8041381835938
Q2-016,5454.164424261557,relay,R01,109.16932881570136,23.04003008023136,561.8041381835938
Q2-016,5455.163576624982,relay,R01,109.16922647811904,23.040082511777943,561.8041381835938
Q2-016,5456.162728988407,relay,R01,109.16912414053674,23.040134943324524,561.8041381835938
Q2-016,5457.161881351833,relay,R01,109.16902180295443,23.040187374871106,561.8041381835938
Q2-016,5458.161033715258,relay,R01,109.16891946537211,23.040239806417688,561.8041381835938
Q2-016,5459.160186078682,relay,R01,109.1688578,23.0402714,560.8114008621138
